mlsno,area,soldprice,solddate,type,style,bdrm,wshrm,latitude,longitude,house_condo,maint,aptno,address
W3854388,Streetsville,1050000,2017-06-30,Detached,2-Storey,4,3,43.5762637,-79.729552,house,,,"2500 Hargood Pl, Mississauga"
W3817888,Cooksville,668000,2017-06-29,Semi-Detached,Bungalow-Raised,3,2,43.5636121,-79.6224754,house,,,"551 Cavell Dr, Mississauga"
W3850685,Applewood,670000,2017-06-29,Semi-Detached,Bungalow-Raised,3,2,43.6128743,-79.6079327,house,,,"3582 Birchmeadow Cres, Mississauga"
W3848786,Rathwood,804500,2017-06-29,Detached,2-Storey,3,3,43.616948,-79.6134344,house,,,"4186 Uxbridge Lane, Mississauga"
W3835920,Hurontario,889500,2017-06-29,Semi-Detached,2-Storey,4,4,43.5954636,-79.6648383,house,,,"4597 Centretown Way, Mississauga"
W3831279,Hurontario,905000,2017-06-29,Detached,2-Storey,4,4,43.6050003,-79.6676185,house,,,"308 Wendron Cres, Mississauga"
W3852453,Central Erin Mills,1060000,2017-06-29,Detached,2-Storey,4,3,43.5737078,-79.7167571,house,,,"2421 Yorktown Circ, Mississauga"
W3850663,Hurontario,1055000,2017-06-29,Detached,2-Storey,4,4,43.6160938,-79.6503111,house,,,"5208 Forestwalk Circ, Mississauga"
W3849806,Mineola,1080000,2017-06-29,Detached,Bungalow,2,2,43.569918,-79.5760836,house,,,"490 Avonwood Dr, Mississauga"
W3786174,Central Erin Mills,1460000,2017-06-29,Detached,2-Storey,4,4,43.5656046,-79.6943079,house,,,"4611 Badminton Dr, Mississauga"
W3845839,Clarkson,720000,2017-06-29,Semi-Detached,Backsplit 4,3,2,43.5072459,-79.652931,house,,,"1400 Buckby Rd, Mississauga"
W3830530,Applewood,235000,2017-06-29,Condo Apt,Apartment,1,1,43.6095386,-79.5891624,condo,434.47,204,"3105 Queen Frederica Dr, Mississauga"
W3850222,Hurontario,355000,2017-06-29,Condo Townhouse,Apartment,2,1,43.6169686,-79.6642886,condo,469.3,163,"85 Bristol Rd, Mississauga"
W3851550,City Centre,384500,2017-06-29,Comm Element Condo,Multi-Level,1,2,43.5895049,-79.6479385,condo,477.03,311,"365 Prince Of Wales Dr, Mississauga"
W3858549,Meadowvale,440000,2017-06-29,Condo Townhouse,Multi-Level,3,1,43.584966,-79.7628108,condo,447,70,"6780 Formentera Ave, Mississauga"
W3852890,Mineola,610100,2017-06-29,Condo Townhouse,2-Storey,3,2,43.5623125,-79.5900394,condo,394.72,25,"20 Mineola Rd, Mississauga"
W3844261,Malton,643111,2017-06-28,Semi-Detached,Bungalow-Raised,3,4,43.7211761,-79.6451656,house,,,"7452 Catalpa Rd, Mississauga"
W3854789,Rathwood,1350000,2017-06-28,Detached,2-Storey,5,4,43.6383144,-79.5892866,house,,,"4029 Garnetwood Chse, Mississauga"
W3850371,Erin Mills,625000,2017-06-28,Semi-Detached,Bungalow,3,2,43.5418223,-79.6990504,house,,,"4102 Jefton Cres, Mississauga"
W3851916,Churchill Meadows,660000,2017-06-28,Att/Row/Twnhouse,2-Storey,3,3,43.5381921,-79.7314379,house,,,"3735 Nightstar Dr, Mississauga"
W3844077,Lisgar,672000,2017-06-28,Semi-Detached,2-Storey,3,3,43.5818692,-79.782755,house,,,"3404 Spirea Terr, Mississauga"
W3834922,Erin Mills,662500,2017-06-28,Semi-Detached,2-Storey,3,2,43.5366697,-79.6799115,house,,,"3278 Chokecherry Cres, Mississauga"
W3821182,Churchill Meadows,745000,2017-06-28,Att/Row/Twnhouse,2-Storey,3,4,43.5459739,-79.7471152,house,,,"3883 Talias Cres, Mississauga"
W3849788,Port Credit,1150000,2017-06-28,Detached,2-Storey,2,2,43.5478042,-79.585552,house,,,"36 John St, Mississauga"
W3823748,East Credit,1555000,2017-06-28,Detached,2-Storey,4,4,43.5749887,-79.6900694,house,,,"1638 Barbertown Rd, Mississauga"
W3851382,Clarkson,783000,2017-06-28,Detached,Sidesplit 4,4,2,43.5166701,-79.6409868,house,,,"2165 Utley Rd, Mississauga"
W3831299,Erin Mills,935000,2017-06-28,Detached,2-Storey,4,4,43.5236911,-79.6920331,house,,,"3343 Turnstone Cres, Mississauga"
W3851393,Clarkson,1075888,2017-06-28,Detached,Bungalow-Raised,3,3,43.5194896,-79.6127161,house,,,"1404 Petrie Way, Mississauga"
W3838298,Hurontario,280000,2017-06-28,Condo Apt,Apartment,1,1,43.6014504,-79.6488788,condo,477.86,1401,"4470 Tucana Crt, Mississauga"
W3843636,Hurontario,379000,2017-06-28,Condo Apt,Apartment,2,2,43.6014504,-79.6488788,condo,637.79,1508,"4470 Tucana Crt, Mississauga"
W3838785,City Centre,399000,2017-06-28,Condo Apt,Apartment,2,2,43.5956374,-79.6348433,condo,508.9,3201,"80 Absolute Ave, Mississauga"
W3758801,East Credit,420000,2017-06-28,Condo Apt,Apartment,2,2,43.5922235,-79.6728245,condo,783.86,1202,"810 Scollard Crt, Mississauga"
W3853449,Creditview,500000,2017-06-28,Condo Apt,Apartment,2,2,43.5888685,-79.6517815,condo,829.25,1805,"350 Rathburn Rd, Mississauga"
W3842464,City Centre,510000,2017-06-28,Condo Apt,Apartment,2,2,43.5883799,-79.6399529,condo,585.21,2309,"223 Webb Dr, Mississauga"
W3841886,Central Erin Mills,730000,2017-06-28,Condo Townhouse,2-Storey,4,4,43.5670645,-79.7271046,condo,192,67,"2665 Thomas St, Mississauga"
W3831491,Churchill Meadows,309900,2017-06-28,Condo Townhouse,Stacked Townhse,1,1,43.5475616,-79.7211055,condo,183.96,102,"5035 Ocsar Peterson Blvd, Mississauga"
W3846455,Port Credit,540000,2017-06-28,Condo Apt,Apartment,1,1,43.5559675,-79.5821171,condo,559.09,421,"1 Hurontario St, Mississauga"
W3848377,Meadowvale Village,1555000,2017-06-27,Detached,2-Storey,4,6,43.630452,-79.7315478,house,,,"7148 White Pine Crt, Mississauga"
W3852697,Applewood,366000,2017-06-27,Vacant Land,Other,0,0,43.600056,-79.606224,house,,,"720 Hillman Cres, Mississauga"
W3814164,Meadowvale,700000,2017-06-27,Detached,2-Storey,3,2,43.5934638,-79.7766013,house,,,"7236 Seabreeze Dr, Mississauga"
W3851325,Meadowvale,700000,2017-06-27,Semi-Detached,2-Storey,3,3,43.5735252,-79.744379,house,,,"6298 Starfield Cres, Mississauga"
W3833701,Erin Mills,727000,2017-06-27,Detached,2-Storey,3,3,43.5532303,-79.692318,house,,,"2464 Ploughshare Crt, Mississauga"
W3838888,Lisgar,774900,2017-06-27,Detached,2-Storey,3,4,43.5818121,-79.7915016,house,,,"7464 Terragar Blvd, Mississauga"
W3848879,Meadowvale,800000,2017-06-27,Detached,2-Storey,3,3,43.5714311,-79.7578853,house,,,"3185 Chamberlain Crt, Mississauga"
W3849874,Churchill Meadows,915000,2017-06-27,Detached,2-Storey,4,4,43.5432912,-79.740266,house,,,"3909 Mayla Dr, Mississauga"
W3845825,East Credit,1060000,2017-06-27,Detached,2-Storey,4,4,43.5862627,-79.7060276,house,,,"5615 Goldenbrook Dr, Mississauga"
W3847576,Port Credit,1125000,2017-06-27,Detached,2 1/2 Storey,3,1,43.562294,-79.576137,house,,,"8 Tecumseth Ave, Mississauga"
W3850831,Mineola,1295000,2017-06-27,Detached,Bungalow,3,2,43.5641137,-79.5852433,house,,,"1276 Crossfield Bend, Mississauga"
W3842092,Erin Mills,669000,2017-06-27,Semi-Detached,2-Storey,4,2,43.529649,-79.6829776,house,,,"2546 Mainroyal St, Mississauga"
W3849074,Lorne Park,1155000,2017-06-27,Detached,Bungalow,3,2,43.5331885,-79.6359933,house,,,"1583 Wembury Rd, Mississauga"
W3839674,City Centre,313000,2017-06-27,Condo Apt,Apartment,1,1,43.5944944,-79.6351873,condo,530,2805,"60 Absolute Ave, Mississauga"
W3845461,Meadowvale,305000,2017-06-27,Condo Apt,Apartment,2,1,43.579609,-79.7575256,condo,658.19,308,"2900 Battleford Rd, Mississauga"
W3808893,City Centre,330000,2017-06-27,Condo Apt,Apartment,1,1,43.5890216,-79.6309538,condo,425,1610,"3515 Kariya Dr, Mississauga"
W3831803,Hurontario,355000,2017-06-27,Condo Apt,Apartment,2,2,43.613243,-79.6600568,condo,690.59,1016,"35 Trailwood Dr, Mississauga"
W3833389,Meadowvale,420000,2017-06-27,Condo Apt,Apartment,2,2,43.5890831,-79.7514785,condo,661.38,704,"6500 Montevideo Rd, Mississauga"
W3845135,Meadowvale,490000,2017-06-27,Condo Townhouse,2-Storey,3,3,43.5903336,-79.7620303,condo,377.32,1,"6860 Glen Erin Dr, Mississauga"
W3837583,Hurontario,508000,2017-06-27,Condo Townhouse,3-Storey,3,2,43.6037916,-79.6701971,condo,336,37,"460 Bristol Rd, Mississauga"
W3819716,Meadowvale,527500,2017-06-27,Condo Townhouse,2-Storey,3,2,43.572493,-79.7446221,condo,342,17,"2881 Windwood Dr, Mississauga"
W3843539,Erin Mills,292500,2017-06-27,Condo Apt,Apartment,2,1,43.5385633,-79.6873171,condo,530.25,604,"3501 Glen Erin Dr, Mississauga"
W3824837,Port Credit,386000,2017-06-27,Condo Apt,Apartment,2,2,43.5541309,-79.5854996,condo,669.51,203,"15 Elizabeth St, Mississauga"
W3843958,Central Erin Mills,417000,2017-06-27,Condo Apt,Apartment,2,2,43.5530393,-79.7121337,condo,498.76,808,"4900 Glen Erin Dr, Mississauga"
W3851339,Churchill Meadows,485000,2017-06-27,Condo Townhouse,Stacked Townhse,2,3,43.5364473,-79.7327725,condo,240.09,93,"5050 Intrepid Dr, Mississauga"
W3824531,Clarkson,485000,2017-06-27,Condo Townhouse,2-Storey,3,3,43.5013378,-79.6508365,condo,296,15,"2687 Bromsgrove Rd, Mississauga"
W3853195,Central Erin Mills,485000,2017-06-27,Condo Apt,Apartment,2,2,43.5525463,-79.7123564,condo,523,1809,"4850 Glen Erin Dr, Mississauga"
W3790144,Clarkson,585000,2017-06-27,Condo Townhouse,2-Storey,3,3,43.5147097,-79.6310713,condo,415.09,19,"1180 Walden Circ, Mississauga"
W3850162,Malton,827500,2017-06-26,Detached,Bungalow,4,4,43.7264213,-79.6341568,house,,,"3742 Teeswater Rd, Mississauga"
W3841908,Churchill Meadows,828000,2017-06-26,Semi-Detached,2-Storey,4,4,43.5396981,-79.7313268,house,,,"5073 Churchill Meadows Blvd, Mississauga"
W3847829,Meadowvale,635000,2017-06-26,Detached,2-Storey,3,3,43.5774499,-79.7579109,house,,,"6488 Tisler Cres, Mississauga"
W3841276,Fairview,751100,2017-06-26,Detached,Bungalow,3,2,43.5863288,-79.6365518,house,,,"3542 Palgrave Rd, Mississauga"
W3834950,Mississauga Valleys,890000,2017-06-26,Detached,Bungalow,3,2,43.6026645,-79.6175267,house,,,"980 Mississauga Valley Blvd, Mississauga"
W3848186,Lorne Park,1630000,2017-06-26,Detached,2-Storey,4,3,43.5441624,-79.6009616,house,,,"685 Merlot Crt, Mississauga"
W3849476,Clarkson,952500,2017-06-26,Detached,2-Storey,3,3,43.5171414,-79.6399208,house,,,"1348 Canford Cres, Mississauga"
W3840826,Meadowvale,285000,2017-06-26,Condo Apt,Apartment,1,1,43.5860059,-79.7601356,condo,409.03,503,"6720 Glen Erin Dr, Mississauga"
W3845874,Cooksville,317000,2017-06-26,Condo Apt,Apartment,1,1,43.5799964,-79.6249583,condo,594.39,1514,"155 Hillcrest Ave, Mississauga"
W3814562,City Centre,345000,2017-06-26,Condo Apt,Apartment,1,1,43.5877598,-79.6457366,condo,474.31,2706,"4080 Living Arts Dr, Mississauga"
W3845433,Fairview,375000,2017-06-26,Condo Apt,Apartment,1,1,43.5885461,-79.6315999,condo,409.01,2707,"3525 Kariya Dr, Mississauga"
W3839120,City Centre,423000,2017-06-26,Condo Apt,Apartment,2,2,43.5871334,-79.641255,condo,586.75,2901,"3880 Duke Of York Blvd, Mississauga"
W3816131,Fairview,450000,2017-06-26,Condo Apt,Apartment,2,2,43.5890216,-79.6309538,condo,633.29,907,"3515 Kariya Dr, Mississauga"
W3851005,Erindale,546000,2017-06-26,Condo Townhouse,2-Storey,3,4,43.5631148,-79.6379462,condo,396.41,67,"830 Stainton Dr, Mississauga"
W3846575,Churchill Meadows,642000,2017-06-25,Att/Row/Twnhouse,2-Storey,3,3,43.5556899,-79.7575431,house,,,"3956 Coachman Circ, Mississauga"
W3833483,Rathwood,655000,2017-06-25,Semi-Detached,2-Storey,3,2,43.6015296,-79.6395228,house,,,"93 Chalfield Lane, Mississauga"
W3833679,Mississauga Valleys,710000,2017-06-25,Semi-Detached,Bungalow-Raised,3,2,43.5917314,-79.6203968,house,,,"3374 Acala Cres, Mississauga"
W3849816,Lisgar,709000,2017-06-25,Semi-Detached,2-Storey,3,4,43.5845829,-79.7911991,house,,,"7435 Russian Olive Clse, Mississauga"
W3828670,Hurontario,835000,2017-06-25,Detached,2-Storey,4,3,43.6154445,-79.6415799,house,,,"4784 Owl Circ, Mississauga"
W3840629,Mineola,998000,2017-06-25,Detached,2-Storey,3,3,43.5778163,-79.5883061,house,,,"1630 Ewald Rd, Mississauga"
W3847830,Port Credit,990000,2017-06-25,Duplex,2-Storey,6,3,43.5427925,-79.5973537,house,,,"19 Broadview Ave, Mississauga"
W3853405,Clarkson,730000,2017-06-25,Detached,Bungalow,3,2,43.5239879,-79.6423254,house,,,"1942 Deanhome Rd, Mississauga"
W3816227,Erin Mills,1575000,2017-06-25,Detached,2-Storey,4,5,43.53328121,-79.7025758,house,,,"3715 St. Laurent Crt, Mississauga"
W3820199,Malton,468500,2017-06-25,Condo Townhouse,2-Storey,3,3,43.7242545,-79.636758,condo,272,54,"3600 Morning Star Dr, Mississauga"
W3819216,Malton,460000,2017-06-25,Condo Townhouse,2-Storey,3,2,43.721794,-79.643549,condo,230,16,"7440 Goreway Dr, Mississauga"
W3838896,Cooksville,230000,2017-06-25,Condo Apt,Apartment,1,1,43.5806524,-79.6183006,condo,456.67,605,"25 Agnes St, Mississauga"
W3840977,Cooksville,280000,2017-06-25,Condo Apt,Apartment,1,1,43.5802329,-79.6241531,condo,365.37,616,"145 Hillcrest Ave, Mississauga"
W3828508,Cooksville,309000,2017-06-25,Condo Apt,Apartment,1,1,43.5799964,-79.6249583,condo,552.33,707,"155 Hillcrest Ave, Mississauga"
W3843881,City Centre,442500,2017-06-25,Condo Apt,Apartment,2,2,43.5859906,-79.6419251,condo,638.36,1907,"325 Webb Dr, Mississauga"
W3834063,Churchill Meadows,449000,2017-06-25,Condo Apt,Apartment,2,2,43.5512096,-79.7209956,condo,322,208,"5100 Winston Churchill Blvd, Mississauga"
W3842219,Churchill Meadows,500000,2017-06-25,Condo Townhouse,Stacked Townhse,2,3,43.5588621,-79.7372346,condo,219.41,3,"5615 Oscar Peterson Blvd, Mississauga"
W3845555,Meadowvale,650000,2017-06-24,Detached,2-Storey,3,2,43.5703861,-79.7554572,house,,,"3156 Mccarron Cres, Mississauga"
W3822826,East Credit,620000,2017-06-24,Att/Row/Twnhouse,2-Storey,3,3,43.6072705,-79.703074,house,,,"6100 Rowers Cres, Mississauga"
W3832680,Erin Mills,1175000,2017-06-24,Detached,2-Storey,4,3,43.5450605,-79.6916575,house,,,"4020 Rolling Valley Dr, Mississauga"
W3840521,Sheridan,895000,2017-06-24,Detached,2-Storey,3,4,43.5251195,-79.6642669,house,,,"2353 Corsica Crt, Mississauga"
W3837506,Cooksville,225000,2017-06-24,Condo Apt,Apartment,1,1,43.5850185,-79.6167717,condo,580,210,"3120 Kirwin Ave, Mississauga"
W3849213,Cooksville,880000,2017-06-23,Detached,Bungalow,3,3,43.5805882,-79.6043812,house,,,"2377 Edenhurst Dr, Mississauga"
W3842493,Applewood,840000,2017-06-23,Detached,2-Storey,3,3,43.624605,-79.5959574,house,,,"3594 Chiplow Rd, Mississauga"
W3832371,Cooksville,900000,2017-06-23,Detached,Bungalow-Raised,3,2,43.5792254,-79.59104,house,,,"445 Selsey Dr, Mississauga"
W3842004,Creditview,945000,2017-06-23,Detached,2-Storey,4,4,43.5835871,-79.647734,house,,,"476 Wallenberg Cres, Mississauga"
W3851888,Clarkson,648000,2017-06-23,Semi-Detached,Backsplit 4,3,2,43.5066833,-79.6473846,house,,,"2537 Selord Crt, Mississauga"
W3853188,Clarkson,749000,2017-06-23,Detached,2-Storey,4,3,43.5039998,-79.6479553,house,,,"2563 Bromsgrove Rd, Mississauga"
W3847821,Clarkson,741200,2017-06-23,Detached,2-Storey,4,4,43.525758,-79.6171915,house,,,"1419 Lefkas Crt, Mississauga"
W3849481,Clarkson,1730000,2017-06-23,Detached,2-Storey,5,3,43.5151653,-79.6051886,house,,,"1328 Watersedge Rd, Mississauga"
W3833250,Cooksville,323000,2017-06-23,Condo Apt,Apartment,2,2,43.5711331,-79.6023123,condo,805,# 602,"2091 Hurontario St, Mississauga"
W3851710,Meadowvale,325000,2017-06-23,Condo Apt,Apartment,2,1,43.5767873,-79.7391205,condo,647.96,506,"2665 Windwood Dr, Mississauga"
W3805895,Cooksville,338000,2017-06-23,Condo Apt,Apartment,1,1,43.5809431,-79.6239362,condo,548.27,501,"115 Hillcrest Ave, Mississauga"
W3815036,City Centre,355000,2017-06-23,Condo Apt,Apartment,1,1,43.5898543,-79.6349476,condo,594.69,Ph2,"3605 Kariya Dr, Mississauga"
W3836960,City Centre,775000,2017-06-23,Condo Apt,Apartment,2,3,43.5871334,-79.641255,condo,984.98,2707,"3880 Duke Of York Blvd, Mississauga"
W3850153,Clarkson,832000,2017-06-23,Condo Townhouse,2-Storey,2,4,43.5142989,-79.6316631,condo,425.93,72,"1200 Walden Circ, Mississauga"
W3836422,Port Credit,1290000,2017-06-23,Condo Townhouse,3-Storey,4,5,43.5549967,-79.5810632,condo,640,,"10 St Lawrence Dr, Mississauga"
W3820250,Malton,780000,2017-06-22,Detached,Bungalow-Raised,3,3,43.7248778,-79.6289152,house,,,"7201 Madiera Rd, Mississauga"
W3845842,Meadowvale Village,803000,2017-06-22,Semi-Detached,2-Storey,4,4,43.6340121,-79.7251985,house,,,"803 Othello Crt, Mississauga"
W3833273,Meadowvale Village,1006000,2017-06-22,Detached,2-Storey,4,3,43.6329468,-79.7148932,house,,,"6556 Western Skies Way, Mississauga"
W3838170,Lisgar,667000,2017-06-22,Semi-Detached,2-Storey,3,4,43.5758323,-79.7805284,house,,,"6789 Bansbridge Cres, Mississauga"
W3838162,Hurontario,731000,2017-06-22,Detached,2-Storey,3,3,43.6149477,-79.6386834,house,,,"471 Petawawa Cres, Mississauga"
W3847482,Hurontario,675000,2017-06-22,Att/Row/Twnhouse,2-Storey,3,3,43.6220743,-79.6490258,house,,,"564 Lumberton Cres, Mississauga"
W3844084,Hurontario,780000,2017-06-22,Detached,2-Storey,3,3,43.613692,-79.6420921,house,,,"4630 Moccasin Tr, Mississauga"
W3848563,Erindale,780000,2017-06-22,Detached,Backsplit 3,3,2,43.5592234,-79.6515733,house,,,"1203 Fairdale Dr, Mississauga"
W3830303,Erin Mills,830000,2017-06-22,Detached,2-Storey,4,3,43.5509209,-79.6952256,house,,,"2528 Folkway Dr, Mississauga"
W3848337,Erin Mills,920000,2017-06-22,Detached,2-Storey,4,3,43.5429109,-79.7031947,house,,,"4205 Taffey Cres, Mississauga"
W3797683,Rathwood,960000,2017-06-22,Detached,Bungalow,3,2,43.6006491,-79.6306667,house,,,"4083 Woodington Dr, Mississauga"
W3815398,Lakeview,1030000,2017-06-22,Detached,1 1/2 Storey,4,4,43.5938659,-79.5741972,house,,,"1972 Russett Rd, Mississauga"
W3851521,Lisgar,1237500,2017-06-22,Detached,2-Storey,4,6,43.5705525,-79.7781658,house,,,"6712 Lisgar Dr, Mississauga"
W3814462,Sheridan,1225000,2017-06-22,Detached,2-Storey,4,4,43.5362269,-79.6635112,house,,,"2730 Hammond Rd, Mississauga"
W3839836,Mineola,1450000,2017-06-22,Detached,2-Storey,4,4,43.5677706,-79.5950392,house,,,"128 Glenview Dr, Mississauga"
W3851121,Clarkson,1351000,2017-06-22,Detached,2-Storey,4,3,43.5144037,-79.6170559,house,,,"1701 Missenden Cres, Mississauga"
W3839549,Malton,460000,2017-06-22,Condo Townhouse,2-Storey,3,3,43.724006,-79.647084,condo,264,#15,"7560 Goreway Dr, Mississauga"
W3839872,Cooksville,275000,2017-06-22,Condo Townhouse,Apartment,1,1,43.5705026,-79.6302246,condo,255.93,149,"601 Shoreline Dr, Mississauga"
W3835557,Applewood,259000,2017-06-22,Condo Apt,Apartment,2,1,43.6087728,-79.5880682,condo,474,306,"3065 Queen Frederica Dr, Mississauga"
W3843839,Applewood,290000,2017-06-22,Condo Townhouse,2-Storey,3,2,43.602466,-79.5936534,condo,732.59,294,"3060 Constitution Blvd, Mississauga"
W3820449,Cooksville,295000,2017-06-22,Condo Apt,Apartment,3,2,43.5733121,-79.6124653,condo,750,#704,"2345 Confederation Pkwy, Mississauga"
W3836767,City Centre,325000,2017-06-22,Condo Apt,Apartment,1,1,43.5895325,-79.6523159,condo,0,1711,"339 Rathburn Rd, Mississauga"
W3834941,Hurontario,337500,2017-06-22,Condo Apt,Apartment,1,1,43.6048834,-79.6511149,condo,472.13,214,"35 Kingsbridge Garden Circ, Mississauga"
W3837770,City Centre,363000,2017-06-22,Condo Apt,Apartment,1,1,43.586471,-79.6479597,condo,477,1001,"4099 Brickstone Mews, Mississauga"
W3847416,Hurontario,385000,2017-06-22,Condo Apt,Apartment,1,1,43.6061496,-79.6545448,condo,389.7,1008,"75 Eglinton Ave, Mississauga"
W3826320,City Centre,370000,2017-06-22,Condo Apt,Apartment,1,1,43.5897248,-79.6489722,condo,372,3010,"360 Square One Dr, Mississauga"
W3774338,City Centre,384000,2017-06-22,Condo Apt,Apartment,1,1,43.5922739,-79.6343106,condo,450,3305,"208 Enfield Pl, Mississauga"
W3845962,Applewood,399900,2017-06-22,Condo Townhouse,2-Storey,3,2,43.6031273,-79.5919492,condo,526.83,144,"3040 Constitution Blvd, Mississauga"
W3841911,Meadowvale,434600,2017-06-22,Condo Townhouse,2-Storey,3,1,43.5909396,-79.7645603,condo,355.04,117,"2779 Gananoque Dr, Mississauga"
W3839597,City Centre,435000,2017-06-22,Condo Apt,Apartment,2,2,43.5896112,-79.6304348,condo,687.55,2005,"3504 Hurontario St, Mississauga"
W3839010,Hurontario,450000,2017-06-22,Condo Apt,Apartment,3,2,43.6009781,-79.6482142,condo,852.07,1604,"4460 Tucana Crt, Mississauga"
W3842311,Meadowvale,493000,2017-06-22,Condo Townhouse,2-Storey,2,3,43.5795889,-79.7536869,condo,335.98,25,"5610 Montevideo Rd, Mississauga"
W3841551,Meadowvale,505000,2017-06-22,Condo Townhouse,3-Storey,3,2,43.5794007,-79.7500577,condo,310,33,"5878 Montevideo Rd, Mississauga"
W3838729,Hurontario,539000,2017-06-22,Condo Townhouse,3-Storey,3,3,43.6112156,-79.6611584,condo,119,79,"80 Strathaven Dr, Mississauga"
W3828189,Streetsville,675000,2017-06-22,Condo Townhouse,3-Storey,3,3,43.5796943,-79.731672,condo,296.6,60,"2398 Britannia Rd, Mississauga"
W3839591,Churchill Meadows,305000,2017-06-22,Condo Apt,Apartment,1,1,43.5475616,-79.7211055,condo,183.96,110,"5035 Oscar Peterson Blvd, Mississauga"
W3808914,Clarkson,295000,2017-06-22,Condo Apt,2-Storey,2,2,43.5089078,-79.6257734,condo,657.88,36,"2001 Bonnymede Dr, Mississauga"
W3835625,Churchill Meadows,600000,2017-06-22,Condo Townhouse,2-Storey,3,3,43.5597152,-79.7396046,condo,346,14,"3335 Thomas St, Mississauga"
W3813940,Applewood,700000,2017-06-21,Semi-Detached,Backsplit 4,4,2,43.6274282,-79.5963254,house,,,"1647 Glen Rutley Circ, Mississauga"
W3820485,Lisgar,780000,2017-06-21,Detached,2-Storey,3,3,43.5781032,-79.7903422,house,,,"3754 Althorpe Circ, Mississauga"
W3850541,Erin Mills,799900,2017-06-21,Detached,2-Storey,3,2,43.5525708,-79.6837759,house,,,"4224 Wheelwright Cres, Mississauga"
W3813113,Lakeview,835000,2017-06-21,Semi-Detached,2-Storey,3,2,43.5964273,-79.5771156,house,,,"1178 Meander Crt, Mississauga"
W3839384,Lisgar,830000,2017-06-21,Detached,3-Storey,4,4,43.5680251,-79.7718804,house,,,"6569 Cedar Rapids Cres, Mississauga"
W3788889,Lakeview,825000,2017-06-21,Detached,Bungalow,2,1,43.576918,-79.5627229,house,,,"948 Third St, Mississauga"
W3844687,East Credit,888000,2017-06-21,Detached,2-Storey,4,5,43.5922033,-79.7008446,house,,,"5652 Dawlish Cres, Mississauga"
W3842474,Meadowvale Village,920000,2017-06-21,Detached,2-Storey,4,4,43.6152645,-79.7509799,house,,,"1839 Bridlington Crt, Mississauga"
W3840510,Lisgar,915000,2017-06-21,Detached,2-Storey,4,3,43.5679235,-79.7646556,house,,,"3433 Nutcracker Dr, Mississauga"
W3827291,Cooksville,1082500,2017-06-21,Detached,Sidesplit 4,3,3,43.5813781,-79.5934938,house,,,"450 Tedwyn Dr, Mississauga"
W3847963,Streetsville,1150000,2017-06-21,Detached,Bungalow,0,2,43.5851058,-79.7187353,house,,,"66 Queen St, Mississauga"
W3833987,East Credit,1130000,2017-06-21,Detached,2-Storey,4,4,43.5747535,-79.6767145,house,,,"4734 Crystal Rose Dr, Mississauga"
W3825883,Churchill Meadows,1210000,2017-06-21,Detached,2-Storey,4,4,43.5401193,-79.7177315,house,,,"3275 Angel Pass Dr, Mississauga"
W3833627,Erin Mills,938065,2017-06-21,Detached,2-Storey,4,3,43.5340318,-79.7065182,house,,,"4065 Farnsworth Cres, Mississauga"
W3835262,Malton,442000,2017-06-21,Condo Townhouse,2-Storey,3,2,43.724006,-79.647084,condo,265.3,#35,"7560 Goreway Dr, Mississauga"
W3846304,City Centre,340000,2017-06-21,Condo Apt,Apartment,1,1,43.5859356,-79.6471487,condo,461.02,801,"4065 Brickstone Mews, Mississauga"
W3824413,City Centre,353000,2017-06-21,Condo Apt,Apartment,1,1,43.5816391,-79.648193,condo,334,1909,"3985 Grand Park Dr, Mississauga"
W3832027,City Centre,365000,2017-06-21,Comm Element Condo,Apartment,1,1,43.5864613,-79.6470138,condo,479.42,4508,"4070 Confederation Pkwy, Mississauga"
W3832040,City Centre,375000,2017-06-21,Condo Apt,Apartment,1,1,43.5881453,-79.6480628,condo,400.17,209,"388 Prince Of Wales Dr, Mississauga"
W3817060,City Centre,389000,2017-06-21,Condo Apt,Apartment,2,1,43.5885461,-79.6315999,condo,452.64,,"3525 Kariya Dr, Mississauga"
W3845265,City Centre,395000,2017-06-21,Condo Apt,Apartment,2,2,43.5904687,-79.6357942,condo,542.28,2107,"285 Enfield Pl, Mississauga"
W3841805,City Centre,385000,2017-06-21,Condo Apt,Apartment,2,4,43.5956374,-79.6348433,condo,569.94,609,"80 Absolute Ave, Mississauga"
W3845237,Hurontario,415000,2017-06-21,Condo Apt,Apartment,2,2,43.6009781,-79.6482142,condo,852.07,1403,"4460 Tucana Crt, Mississauga"
W3823801,City Centre,400000,2017-06-21,Condo Apt,Apartment,2,2,43.5871334,-79.641255,condo,505,905,"3880 Duke Of York Blvd, Mississauga"
W3799792,Meadowvale,495000,2017-06-21,Condo Townhouse,3-Storey,2,2,43.5844319,-79.7573012,condo,130,,"6860 Meadowvale Town Cent Circ, Mississauga"
W3836777,Meadowvale,600000,2017-06-21,Condo Townhouse,2-Storey,4,3,43.579534,-79.755849,condo,322.67,49,"6520 Corfu Rd, Mississauga"
W3829318,Churchill Meadows,459000,2017-06-21,Condo Townhouse,Stacked Townhse,2,2,43.546467,-79.7188277,condo,203.55,238,"4975 Southampton Dr, Mississauga"
W3840985,Clarkson,468000,2017-06-21,Condo Apt,Apartment,1,2,43.5126988,-79.6311685,condo,463.63,#913,"1055 Southdown Rd, Mississauga"
